sample_name,short_name,data_type,merged,replicate,raw_fastq,preprocessed_fastq,bam,granges,bigwig_positive,bigwig_negative
kc167_dmso_nelfe_chipnexus_1,dmso_nelfe,chip_nexus,TRUE,rep1,/data/raw_fastq/chipnexus_mixed_barcode/kc167_dmso_nelfe_chipnexus_1.fastq.gz,/data/preprocessed_fastq/regular_chipnexus/kc167_dmso_nelfe_chipnexus_1_processed.fastq.gz,/data/bam/regular_chipnexus/kc167_dmso_nelfe_chipnexus_1.bam,/data/rdata/granges/regular_chipnexus/kc167_dmso_nelfe_chipnexus_1.granges.rds,/data/bigwig/kc167_dmso_nelfe_chipnexus_normalized_and_merged_positive.bw,/data/bigwig/kc167_dmso_nelfe_chipnexus_normalized_and_merged_negative.bw
kc167_dmso_nelfe_chipnexus_2,dmso_nelfe,chip_nexus,TRUE,rep2,/data/raw_fastq/chipnexus_mixed_barcode/kc167_dmso_nelfe_chipnexus_2.fastq.gz,/data/preprocessed_fastq/regular_chipnexus/kc167_dmso_nelfe_chipnexus_2_processed.fastq.gz,/data/bam/regular_chipnexus/kc167_dmso_nelfe_chipnexus_2.bam,/data/rdata/granges/regular_chipnexus/kc167_dmso_nelfe_chipnexus_2.granges.rds,/data/bigwig/kc167_dmso_nelfe_chipnexus_normalized_and_merged_positive.bw,/data/bigwig/kc167_dmso_nelfe_chipnexus_normalized_and_merged_negative.bw
kc167_triptolide_nelfe_chipnexus_1,tri_nelfe,chip_nexus,TRUE,rep1,/data/raw_fastq/chipnexus_mixed_barcode/kc167_triptolide_nelfe_chipnexus_1.fastq.gz,/data/preprocessed_fastq/regular_chipnexus/kc167_triptolide_nelfe_chipnexus_1_processed.fastq.gz,/data/bam/regular_chipnexus/kc167_triptolide_nelfe_chipnexus_1.bam,/data/rdata/granges/regular_chipnexus/kc167_triptolide_nelfe_chipnexus_1.granges.rds,/data/bigwig/kc167_triptolide_nelfe_chipnexus_normalized_and_merged_positive.bw,/data/bigwig/kc167_triptolide_nelfe_chipnexus_normalized_and_merged_negative.bw
kc167_triptolide_nelfe_chipnexus_2,tri_nelfe,chip_nexus,TRUE,rep2,/data/raw_fastq/chipnexus_mixed_barcode/kc167_triptolide_nelfe_chipnexus_2.fastq.gz,/data/preprocessed_fastq/regular_chipnexus/kc167_triptolide_nelfe_chipnexus_2_processed.fastq.gz,/data/bam/regular_chipnexus/kc167_triptolide_nelfe_chipnexus_2.bam,/data/rdata/granges/regular_chipnexus/kc167_triptolide_nelfe_chipnexus_2.granges.rds,/data/bigwig/kc167_triptolide_nelfe_chipnexus_normalized_and_merged_positive.bw,/data/bigwig/kc167_triptolide_nelfe_chipnexus_normalized_and_merged_negative.bw
kc167_triptolide_0.5um_polii_chipnexus,tri_0.5_polii,chip_nexus,FALSE,,/data/raw_fastq/chipnexus_mixed_barcode/kc167_triptolide_0.5um_polii_chipnexus.fastq.gz,/data/preprocessed_fastq/regular_chipnexus/kc167_triptolide_0.5um_polii_chipnexus_processed.fastq.gz,/data/bam/regular_chipnexus/kc167_triptolide_0.5um_polii_chipnexus.bam,/data/rdata/granges/regular_chipnexus/kc167_triptolide_0.5um_polii_chipnexus.granges.rds,/data/bigwig/kc167_triptolide_0.5um_polii_chipnexus_normalized_positive.bw,/data/bigwig/kc167_triptolide_0.5um_polii_chipnexus_normalized_negative.bw
kc167_triptolide_500um_polii_chipnexus,tri_500_polii,chip_nexus,FALSE,,/data/raw_fastq/chipnexus_mixed_barcode/kc167_triptolide_500um_polii_chipnexus.fastq.gz,/data/preprocessed_fastq/regular_chipnexus/kc167_triptolide_500um_polii_chipnexus_processed.fastq.gz,/data/bam/regular_chipnexus/kc167_triptolide_500um_polii_chipnexus.bam,/data/rdata/granges/regular_chipnexus/kc167_triptolide_500um_polii_chipnexus.granges.rds,/data/bigwig/kc167_triptolide_500um_polii_chipnexus_normalized_positive.bw,/data/bigwig/kc167_triptolide_500um_polii_chipnexus_normalized_negative.bw
kc167_flavopiridol_0.5um_polii_chipnexus_1,fp_0.5_polii,chip_nexus,TRUE,rep1,/data/raw_fastq/chipnexus_mixed_barcode/kc167_flavopiridol_0.5um_polii_chipnexus_1.fastq.gz,/data/preprocessed_fastq/regular_chipnexus/kc167_flavopiridol_0.5um_polii_chipnexus_1_processed.fastq.gz,/data/bam/regular_chipnexus/kc167_flavopiridol_0.5um_polii_chipnexus_1.bam,/data/rdata/granges/regular_chipnexus/kc167_flavopiridol_0.5um_polii_chipnexus_1.granges.rds,/data/bigwig/kc167_flavopiridol_0.5um_polii_chipnexus_normalized_and_merged_positive.bw,/data/bigwig/kc167_flavopiridol_0.5um_polii_chipnexus_normalized_and_merged_negative.bw
kc167_flavopiridol_0.5um_polii_chipnexus_2,fp_0.5_polii,chip_nexus,TRUE,rep2,/data/raw_fastq/chipnexus_mixed_barcode/kc167_flavopiridol_0.5um_polii_chipnexus_2.fastq.gz,/data/preprocessed_fastq/regular_chipnexus/kc167_flavopiridol_0.5um_polii_chipnexus_2_processed.fastq.gz,/data/bam/regular_chipnexus/kc167_flavopiridol_0.5um_polii_chipnexus_2.bam,/data/rdata/granges/regular_chipnexus/kc167_flavopiridol_0.5um_polii_chipnexus_2.granges.rds,/data/bigwig/kc167_flavopiridol_0.5um_polii_chipnexus_normalized_and_merged_positive.bw,/data/bigwig/kc167_flavopiridol_0.5um_polii_chipnexus_normalized_and_merged_negative.bw
kc167_drb_50um_polii_chipnexus_1,drb_50um_polii,chip_nexus,TRUE,rep1,/data/raw_fastq/chipnexus_mixed_barcode/kc167_drb_50um_polii_chipnexus_1.fastq.gz,/data/preprocessed_fastq/regular_chipnexus/kc167_drb_50um_polii_chipnexus_1_processed.fastq.gz,/data/bam/regular_chipnexus/kc167_drb_50um_polii_chipnexus_1.bam,/data/rdata/granges/regular_chipnexus/kc167_drb_50um_polii_chipnexus_1.granges.rds,/data/bigwig/kc167_drb_50um_polii_chipnexus_normalized_and_merged_positive.bw,/data/bigwig/kc167_drb_50um_polii_chipnexus_normalized_and_merged_negative.bw
kc167_drb_50um_polii_chipnexus_2,drb_50um_polii,chip_nexus,TRUE,rep2,/data/raw_fastq/chipnexus_mixed_barcode/kc167_drb_50um_polii_chipnexus_2.fastq.gz,/data/preprocessed_fastq/regular_chipnexus/kc167_drb_50um_polii_chipnexus_2_processed.fastq.gz,/data/bam/regular_chipnexus/kc167_drb_50um_polii_chipnexus_2.bam,/data/rdata/granges/regular_chipnexus/kc167_drb_50um_polii_chipnexus_2.granges.rds,/data/bigwig/kc167_drb_50um_polii_chipnexus_normalized_and_merged_positive.bw,/data/bigwig/kc167_drb_50um_polii_chipnexus_normalized_and_merged_negative.bw
kc167_egfp_rnai_polii_chipnexus_spikein_1,egfp_rnai,chip_nexus,TRUE,rep1,/data/raw_fastq/chipnexus_mixed_barcode/kc167_egfp_rnai_polii_chipnexus_spikein_1.fastq.gz,/data/preprocessed_fastq/spikein_chipnexus/kc167_egfp_rnai_polii_chipnexus_spikein_1_processed.fastq.gz,/data/bam/spikein_chipnexus/kc167_egfp_rnai_polii_chipnexus_spikein_1.bam,/data/rdata/granges/spikein_chipnexus/kc167_egfp_rnai_polii_chipnexus_spikein_1.granges.rds,/data/bigwig/kc167_egfp_rnai_polii_chipnexus_spikein_normalized_and_merged_positive.bw,/data/bigwig/kc167_egfp_rnai_polii_chipnexus_spikein_normalized_and_merged_negative.bw
kc167_egfp_rnai_polii_chipnexus_spikein_2,egfp_rnai,chip_nexus,TRUE,rep2,/data/raw_fastq/chipnexus_mixed_barcode/kc167_egfp_rnai_polii_chipnexus_spikein_2.fastq.gz,/data/preprocessed_fastq/spikein_chipnexus/kc167_egfp_rnai_polii_chipnexus_spikein_2_processed.fastq.gz,/data/bam/spikein_chipnexus/kc167_egfp_rnai_polii_chipnexus_spikein_2.bam,/data/rdata/granges/spikein_chipnexus/kc167_egfp_rnai_polii_chipnexus_spikein_2.granges.rds,/data/bigwig/kc167_egfp_rnai_polii_chipnexus_spikein_normalized_and_merged_positive.bw,/data/bigwig/kc167_egfp_rnai_polii_chipnexus_spikein_normalized_and_merged_negative.bw
kc167_nelfe_b_rnai_polii_chipnexus_spikein_1,nelfe_b_rnai,chip_nexus,TRUE,rep1,/data/raw_fastq/chipnexus_mixed_barcode/kc167_nelfe_b_rnai_polii_chipnexus_spikein_1.fastq.gz,/data/preprocessed_fastq/spikein_chipnexus/kc167_nelfe_b_rnai_polii_chipnexus_spikein_1_processed.fastq.gz,/data/bam/spikein_chipnexus/kc167_nelfe_b_rnai_polii_chipnexus_spikein_1.bam,/data/rdata/granges/spikein_chipnexus/kc167_nelfe_b_rnai_polii_chipnexus_spikein_1.granges.rds,/data/bigwig/kc167_nelfe_b_rnai_polii_chipnexus_spikein_normalized_and_merged_positive.bw,/data/bigwig/kc167_nelfe_b_rnai_polii_chipnexus_spikein_normalized_and_merged_negative.bw
kc167_nelfe_b_rnai_polii_chipnexus_spikein_2,nelfe_b_rnai,chip_nexus,TRUE,rep2,/data/raw_fastq/chipnexus_mixed_barcode/kc167_nelfe_b_rnai_polii_chipnexus_spikein_2.fastq.gz,/data/preprocessed_fastq/spikein_chipnexus/kc167_nelfe_b_rnai_polii_chipnexus_spikein_2_processed.fastq.gz,/data/bam/spikein_chipnexus/kc167_nelfe_b_rnai_polii_chipnexus_spikein_2.bam,/data/rdata/granges/spikein_chipnexus/kc167_nelfe_b_rnai_polii_chipnexus_spikein_2.granges.rds,/data/bigwig/kc167_nelfe_b_rnai_polii_chipnexus_spikein_normalized_and_merged_positive.bw,/data/bigwig/kc167_nelfe_b_rnai_polii_chipnexus_spikein_normalized_and_merged_negative.bw
kc167_flavopiridol_polii_chipnexus_1,fp_polii,chip_nexus,TRUE,rep1,/data/raw_fastq/chipnexus_mixed_barcode/kc167_flavopiridol_polii_chipnexus_1.fastq.gz,/data/preprocessed_fastq/regular_chipnexus/kc167_flavopiridol_polii_chipnexus_1_processed.fastq.gz,/data/bam/regular_chipnexus/kc167_flavopiridol_polii_chipnexus_1.bam,/data/rdata/granges/regular_chipnexus/kc167_flavopiridol_polii_chipnexus_1.granges.rds,/data/bigwig/kc167_flavopiridol_polii_chipnexus_normalized_and_merged_positive.bw,/data/bigwig/kc167_flavopiridol_polii_chipnexus_normalized_and_merged_negative.bw
kc167_flavopiridol_polii_chipnexus_2,fp_polii,chip_nexus,TRUE,rep2,/data/raw_fastq/chipnexus_mixed_barcode/kc167_flavopiridol_polii_chipnexus_2.fastq.gz,/data/preprocessed_fastq/regular_chipnexus/kc167_flavopiridol_polii_chipnexus_2_processed.fastq.gz,/data/bam/regular_chipnexus/kc167_flavopiridol_polii_chipnexus_2.bam,/data/rdata/granges/regular_chipnexus/kc167_flavopiridol_polii_chipnexus_2.granges.rds,/data/bigwig/kc167_flavopiridol_polii_chipnexus_normalized_and_merged_positive.bw,/data/bigwig/kc167_flavopiridol_polii_chipnexus_normalized_and_merged_negative.bw
